test_id,current_folder,suggested_folder,summary,test_dir_name
OCP-81295,moacli,network,Create network resources with default template should be successful via rosa cli,OCP-81295_create-network-resources-with-default-template-should-be-successful-via-rosa-cli
OCP-81399,moacli,clusters,Edit cluster with channel-group via rosacli,OCP-81399_edit-cluster-with-channel-group-via-rosacli
OCP-83154,moacli,clusters,Create API private and ingress private hosted-cp cluster in the interactive mode,OCP-83154_create-api-private-and-ingress-private-hosted-cp-cluster-in-the-interactive-mode
OCP-83155,moacli,clusters,Create API private and ingress private hosted-cp cluster by rosacli command,OCP-83155_create-api-private-and-ingress-private-hosted-cp-cluster-by-rosacli-command
OCP-84245,moacli,machine-pools,Create additional nodepool with capacity reservation id in the interactive mode,OCP-84245_create-additional-nodepool-with-capacity-reservation-id-in-the-interactive-mode
OCP-84246,moacli,machine-pools,Create/Upgrade/descirbe additional nodepool with capacity reservation id by command,OCP-84246_create-upgrade-descirbe-additional-nodepool-with-capacity-reservation-id-by-comm
OCP-84391,moacli,iam-service-accounts,Create/Delete/List/Decribe iamserviceaccount via rosacli by command in auto mode,OCP-84391_create-delete-list-decribe-iamserviceaccount-via-rosacli-by-command-in-auto-mode
OCP-84392,moacli,iam-service-accounts,Delete iamserviceaccount via rosacli in the interactive mode,OCP-84392_delete-iamserviceaccount-via-rosacli-in-the-interactive-mode
OCP-84626,moacli,iam-service-accounts,Create/Delete iamserviceaccount via rosacli by command in manual mode,OCP-84626_create-delete-iamserviceaccount-via-rosacli-by-command-in-manual-mode
OCP-84741,moacli,clusters,Zero-egress cluster without worker policy,OCP-84741_zero-egress-cluster-without-worker-policy
OCP-84761,moacli,image-mirrors,Create/List/Delete image-mirror via rosacli by command,OCP-84761_create-list-delete-image-mirror-via-rosacli-by-command
OCP-84804,moacli,machine-pools,Create machinepools in all subnets under an HCP Multi-AZ cluster,OCP-84804_create-machinepools-in-all-subnets-under-an-hcp-multi-az-cluster
OCP-84981,moacli,clusters,CLI can edit/describe autonode configuration,OCP-84981_cli-can-edit-describe-autonode-configuration
OCP-84982,moacli,clusters,edit/describe autonode configuration in interactive mode,OCP-84982_edit-describe-autonode-configuration-in-interactive-mode
OCP-85689,moacli,clusters,Create HCP cluster and validate property 'skip_inflight_tests':'true',OCP-85689_create-hcp-cluster-and-validate-property-skip-inflight-tests-true
OCP-86047,moacli,machine-pools,ROSACLI can create/list/describe/delete machine pools with Win-LI enabled,OCP-86047_rosacli-can-create-list-describe-delete-machine-pools-with-win-li-enabled
OCP-86048,moacli,machine-pools,ROSACLI can create/list/describe/delete machine pools with Win-LI enabled in interactive mode,OCP-86048_rosacli-can-create-list-describe-delete-machine-pools-with-win-li-enabled-in-int
OCP-86049,moacli,machine-pools,Validate ROSACLI can create/list/describe/delete machine pools with Win-LI enabled,OCP-86049_validate-rosacli-can-create-list-describe-delete-machine-pools-with-win-li-enabl
OCP-86104,moacli,machine-pools,Create additional nodepool with capacity reservation preference in the interactive mode,OCP-86104_create-additional-nodepool-with-capacity-reservation-preference-in-the-interacti
OCP-86105,moacli,machine-pools,Create/describe additional nodepool with capacity reservation preference by command,OCP-86105_create-describe-additional-nodepool-with-capacity-reservation-preference-by-comm
OCP-86109,moacli,machine-pools,ROSACLI can filter instance types that support Win-LI,OCP-86109_rosacli-can-filter-instance-types-that-support-win-li
OCP-86119,moacli,clusters,Create hosted-cp cluster with user workload monitoring setting should fail,OCP-86119_create-hosted-cp-cluster-with-user-workload-monitoring-setting-should-fail
OCP-86375,moacli,clusters,Verify cannot duplicate default root principal from additional allowed principals,OCP-86375_verify-cannot-duplicate-default-root-principal-from-additional-allowed-principal
OCP-86408,moacli,clusters,Verify patching with invalid ARN format fails gracefully,OCP-86408_verify-patching-with-invalid-arn-format-fails-gracefully
OCP-89325,ocm-role,ocm-roles,ROSA CLI can create and list OCM role with no console permissions,OCP-89325_rosa-cli-can-create-and-list-ocm-role-with-no-console-permissions
OCP-38810,ocp-versions,ocp-versions,List versions can work correctly via ROSA cli,OCP-38810_list-versions-can-work-correctly-via-rosa-cli
OCP-43046,oidc-providers,oidc-providers,Validation will work when user create oidc-provider to cluster,OCP-43046_validation-will-work-when-user-create-oidc-provider-to-cluster
OCP-43051,operator-roles,operator-roles,Validation will work when user create operator-roles to cluster,OCP-43051_validation-will-work-when-user-create-operator-roles-to-cluster
OCP-43053,operator-roles,operator-roles,User can create/delete operator-roles and oidc-provider to cluster via rosacli by commands in the manual mode,OCP-43053_user-can-create-delete-operator-roles-and-oidc-provider-to-cluster-via-rosacli-b
OCP-45160,operator-roles,operator-roles,Create operator-roles and oidc-provider in manual mode will not be blocked with the account without enough permission via rosacli,OCP-45160_create-operator-roles-and-oidc-provider-in-manual-mode-will-not-be-blocked-with
OCP-34950,regions,regions,Available regions can be listed by ROSA cli,OCP-34950_available-regions-can-be-listed-by-rosa-cli
OCP-37499,upgrades,upgrades,Users can upgrade NON-STS rosa cluster across Y stream via ROSA cli,OCP-37499_users-can-upgrade-non-sts-rosa-cluster-across-y-stream-via-rosa-cli
OCP-38785,upgrades,upgrades,Cancel upgrade from ROSA cluster will succeed via rosacli,OCP-38785_cancel-upgrade-from-rosa-cluster-will-succeed-via-rosacli
OCP-38787,upgrades,upgrades,Validation for deletion upgrade policy of ROSA cluster will work via rosacli,OCP-38787_validation-for-deletion-upgrade-policy-of-rosa-cluster-will-work-via-rosacli
OCP-38827,upgrades,upgrades,List upgrades of cluster via ROSA cli will succeed,OCP-38827_list-upgrades-of-cluster-via-rosa-cli-will-succeed
OCP-38828,upgrades,upgrades,User can create upgrade policy via ROSA cli with interactive mode,OCP-38828_user-can-create-upgrade-policy-via-rosa-cli-with-interactive-mode
OCP-38829,upgrades,upgrades,Validation for creating upgrade policy via ROSA cli will work,OCP-38829_validation-for-creating-upgrade-policy-via-rosa-cli-will-work
OCP-36128,users,users,Grant/List/Revoke users by the rosa tool,OCP-36128_grant-list-revoke-users-by-the-rosa-tool
